LABEL	texte
0	"L’Oiseau blessé d’une flèche Mortellement atteint d’une flèche empennée, Un oiseau déplorait sa triste destinée, Et disait, en souffrant un surcroît de douleur : « Faut-il contribuer à son propre malheur ! Cruels humains ! Vous tirez de nos ailes De quoi faire voler ces machines mortelles. Mais ne vous moquez point, engeance sans pitié : Souvent il vous arrive un sort comme le nôtre. Des enfants de Japet toujours une moitié Fournira des armes à l’autre. » 55 "
0	"Le Coq et le Renard Sur la branche d’un arbre était en sentinelle Un vieux Coq adroit et matois. « Frère, dit un Renard, adoucissant sa voix, Nous ne sommes plus en querelle : Paix générale cette fois. Je viens te l’annoncer, descends, que je t’embrasse. Ne me retarde point, de grâce ; Je dois faire aujourd’hui vingt postes sans manquer. Les tiens et toi pouvez vaquer, Sans nulle crainte, à vos affaires ; Nous vous y servirons en frères. Faites-en les feux dès ce soir, Et cependant, viens recevoir Le baiser d’amour fraternel. – Ami, reprit le Coq, je ne pouvais jamais Apprendre une plus douce et meilleure nouvelle Que celle De cette paix ; Et ce m’est une double joie 72 De la tenir de toi. Je vois deux lévriers, Qui, je m’assure, sont courriers Que pour ce sujet on m’envoie. Ils vont vite, et seront dans un moment à nous Je descends : nous pourrons nous entre-baiser tous. – Adieu, dit le Renard, ma traite est longue à faire : Nous nous réjouirons du succès de l’affaire Une autre fois. » Le galant aussitôt Tire ses grègues, gagne au haut, Mal content de son stratagème. Et notre vieux coq en soi-même Se mit à rire de sa peur ; Car c’est double plaisir de tromper le trompeur. 73 "
1	"L’Homme et l’Idole de bois Certain Païen chez lui gardait un Dieu de bois, De ces dieux qui sont sourds, bien qu’ayants des oreilles. Le païen cependant s’en promettait merveilles. Il lui coûtait autant que trois. Ce n’étaient que vœux et qu’offrandes, Sacrifices de bœufs couronnés de guirlandes. Jamais Idole, quel qu’il fût, N’avait eu cuisine si grasse, Sans que, pour tout ce culte, à son hôte il échût Succession, trésor, gain au jeu, nulle grâce. Bien plus, si pour un sou d’orage en quelque endroit S’amassait d’une ou d’autre sorte, L’Homme en avait sa part, et sa bourse en souffrait. La pitance du Dieu n’en était pas moins forte. À la fin, se fâchant de n’en obtenir rien, Il vous prend un levier, met en pièces l’Idole, Le trouve rempli d’or : « Quand je t’ai fait du bien, M’as-tu valu, dit-il, seulement une obole ? Va, sors de mon logis : cherche d’autres autels. 147 Tu ressembles aux naturels Malheureux, grossiers et stupides : On n’en peut rien tirer qu’avec le bâton. Plus je te remplissais, plus mes mains étaient vides : J’ai bien fait de changer de ton. » 148 "
1	"Les Devineresses C’est souvent du hasard que naît l’opinion, Et c’est l’opinion qui fait toujours la vogue. Je pourrais fonder ce prologue Sur gens de tous états : tout est prévention, Cabale, entêtement ; point ou peu de justice : C’est un torrent ; qu’y faire ? Il faut qu’il ait son cours : Cela fut et sera toujours. Une femme, à Paris, faisait la pythonisse : On l’allait consulter sur chaque événement ; Perdait-on un chiffon, avait-on un amant, Un mari vivant trop au gré de son épouse, Une mère fâcheuse, une femme jalouse ; Chez la Devineuse on courait, Pour se faire annoncer ce que l’on désirait. Son fait consistait en adresse : Quelques termes de l’art, beaucoup de hardiesse, Du hasard quelquefois, tout cela concourait, Tout cela bien souvent faisait crier miracle. Enfin, quoique ignorante à vingt et trois carats, 121 Elle passait pour un oracle. L’oracle était logé dedans un galetas : Là, cette femme emplit sa bourse, Et, sans avoir d’autre ressource, Gagne de quoi donner un rang à son mari ; Elle achète un office, une maison aussi. Voilà le galetas rempli D’une nouvelle hôtesse, à qui toute la ville, Femmes, filles, valets, gros messieurs, tout enfin, Allait, comme autrefois, demander son destin ; Le galetas devint l’antre de la Sibylle. L’autre femelle avait achalandé ce lieu. Cette femme eut beau faire, eut beau dire : « Moi Devine ! on se moque : eh ! messieurs, sais-je lire ? Je n’ai jamais appris que ma croix de par Dieu. » Point de raison : fallut deviner et prédire, Mettre à part force bons ducats, Et gagner malgré soi plus que deux avocats. Le meuble et l’équipage aidaient fort à la chose : Quatre sièges boiteux, un manche de balai, Tout sentait son sabbat et sa métamorphose. 122 Quand cette femme aurait dit vrai Dans une chambre tapissée, On s’en serait moqué : la vogue était passée Au galetas ; il avait le crédit. L’autre femme se morfondit. L’enseigne fait la chalandise. J’ai vu dans le palais une robe mal mise Gagner gros : les gens l’avaient prise Pour maître tel, qui traînait après soi Force écoutants. Demandez-moi pourquoi. 123 "
1	"Le Cheval s’étant voulu venger du Cerf De tout temps les Chevaux ne sont nés pour les hommes. Lorsque le genre humain de gland se contentait, Âne, cheval, et mule, aux forêts habitait ; Et l’on ne voyait point, comme au siècle où nous sommes, Tant de selles et tant de bâts, Tant de harnois pour les combats, Tant de chaises, tant de carrosses ; Comme aussi ne voyait-on pas Tant de festins et tant de noces. Or, un Cheval eut alors différent Avec un Cerf plein de vitesse, Et, ne pouvant l’attraper en courant, Il eut recours à l’homme, implora son adresse. L’homme lui mit un frein, lui sauta sur le dos, Ne lui donna point de repos Que le Cerf ne fût pris, et n’y laissât la vie. Et cela fait, le Cheval remercie L’Homme son bienfaiteur, disant : « Je suis à vous ; Adieu ; je m’en retourne en mon séjour sauvage. 158 – Non pas cela, dit l’Homme ; il fait meilleur chez nous : Je vois trop quel est votre usage. Demeurez donc ; vous serez bien traité. Et jusqu’au ventre en la litière. » Hélas ! que sert la bonne chère Quand on n’a pas la liberté ? Le Cheval s’aperçut qu’il avait fait folie ; Mais il n’était plus temps : déjà son écurie Était prête et toute bâtie. Il y mourut en traînant son lien : Sage s’il eût remis une légère offense. Quel que soit le plaisir que cause la vengeance, C’est l’acheter trop cher que l’acheter d’un bien Sans qui les autres ne sont rien. 159 "
0	"La Laitière et le Pot au lait Perrette, sur sa tête ayant un pot au lait Bien posé sur un coussinet, Prétendait arriver sans encombre à la ville. Légère et court vêtue, elle allait à grands pas ; Ayant mis ce jour-là, pour être plus agile, Cotillon simple et souliers plats. Notre laitière ainsi troussée Comptait déjà dans sa pensée Tout le prix de son lait ; en employait l’argent ; Achetait un cent d’œufs, faisait triple couvée : La chose allait à bien par son soin diligent. « Il m’est, disait-elle, facile, D’élever des poulets autour de ma maison ; Le renard sera bien habile, S’il ne m’en laisse assez pour avoir un cochon. Le porc à s’engraisser coûtera peu de son ; Il était, quand je l’eus, de grosseur raisonnable : J’aurai, le revendant, de l’argent bel et bon. Et qui m’empêchera de mettre en notre étable, 106 Vu le prix dont il est, une vache et son veau, Que je verrai sauter au milieu du troupeau ? » Perrette là-dessus saute aussi, transportée : Le lait tombe : adieu veau, vache, cochon, couvée. La dame de ces biens, quittant d’un œil marri Sa fortune ainsi répandue, Va s’excuser à son mari, En grand danger d’être battue. Le récit en farce en fut fait ; On l’appela le Pot au lait. Quel esprit ne bat la campagne ? Qui ne fait châteaux en Espagne ? Picrochole, Pyrrhus, la laitière, enfin tous, Autant les sages que les fous. Chacun songe en veillant ; il n’est rien de plus doux : Une flatteuse erreur emporte alors nos âmes ; Tout le bien du monde est à nous, Tous les honneurs, toutes les femmes. Quand je suis seul, je fais au plus brave un défi ; Je m’écarte, je vais détrôner le sophi ; 107 On m’élit roi, mon peuple m’aime ; Les diadèmes vont sur ma tête pleuvant : Quelque accident fait-il que je rentre en moi-même ; Je suis Gros-Jean comme devant. 108 "
0	"La Goutte et l’Araignée Quand l’Enfer eut produit la Goutte et l’Araignée, « Mes filles, leur dit-il, vous pouvez vous vanter D’être pour l’humaine lignée Également à redouter. Or, avisons aux lieux qu’il vous faut habiter. Voyez-vous ces cases étroites, Et ces palais si grands, si beaux, si bien dorés ? Je me suis proposé d’en faire vos retraites. Tenez donc, voici deux bûchettes ; Accommodez-vous, ou tirez. – Il n’est rien, dit l’Aragne, aux cases qui me plaise. » L’autre, tout au rebours, voyant les palais pleins De ces gens nommés médecins, Ne crut pas y pouvoir demeurer à son aise. Elle prend l’autre lot, y plante le piquet, S’étend à son plaisir sur l’orteil d’un pauvre homme, Disant : « Je ne crois pas qu’en ce poste je chomme, Ni que d’en déloger et faire mon paquet 107 Jamais Hippocrate me somme. » L’Aragne cependant se campe en un lambris, Comme si de ces lieux elle eût fait bail à vie, Travaille à demeurer : voilà sa toile ourdie, Voilà des moucherons de pris. Une servante vient balayer tout l’ouvrage. Autre toile tissue, autre coup de balai. Le pauvre bestion tous les jours déménage. Enfin, après un vain essai, Il va trouver la Goutte. Elle était en campagne, Plus malheureuse mille fois Que la plus malheureuse Aragne. Son hôte la menait tantôt fendre du bois, Tantôt fouir, houer. Goutte bien tracassée Est, dit-on, à demi pansée. « Oh ! je ne saurais plus, dit-elle, y résister. Changeons, ma sœur l’Aragne. » Et l’autre d’écouter : Elle la prend au mot, se glisse en la cabane : Point de coup de balai qui l’oblige à changer. La Goutte, d’autre part, va tout droit se loger Chez un prélat qu’elle condamne 108 À jamais du lit ne bouger. Cataplasmes, Dieu sait ! Les gens n’ont point de honte De faire aller le mal toujours de pis en pis. L’une et l’autre trouva de la sorte son compte, Et fit très sagement de changer de logis. 109 "
0	"Un Animal dans la Lune Pendant qu’un philosophe assure, Que toujours par leurs sens les hommes sont dupés, Un autre philosophe jure, Qu’ils ne nous ont jamais trompés. Tous les deux ont raison ; et la philosophie Dit vrai, quand elle dit que les sens tromperont, Tant que sur leur rapport les hommes jugeront ; Mais aussi si l’on rectifie L’image de l’objet sur son éloignement, Sur le milieu qui l’environne, Sur l’organe et sur l’instrument, Les sens ne tromperont personne. La nature ordonna ces choses sagement : J’en dirai quelque jour les raisons amplement. J’aperçois le soleil : quelle en est la figure ? Ici-bas ce grand corps n’a que trois pieds de tour : Mais si je le voyais là-haut dans son séjour, Que serait-ce à mes yeux que l’œil de la nature ? Sa distance me fait juger de sa grandeur ; 129 Sur l’angle et les côtés ma main la détermine. L’ignorant le croit plat ; j’épaissis sa rondeur : Je le rends immobile ; et la terre chemine. Bref, je démens mes yeux en toute sa machine : Ce sens ne me nuit point par son illusion. Mon âme, en toute occasion, Développe le vrai caché sous l’apparence ; Je ne suis point d’intelligence Avecque mes regards, peut-être un peu trop prompts, Ni mon oreille, lente à m’apporter les sons. Quand l’eau courbe un bâton, ma raison le redresse : La raison décide en maîtresse. Mes yeux, moyennant ce secours, Ne me trompent jamais en me mentant toujours. Si je crois leur rapport, erreur assez commune, Une tête de femme est au corps de la lune. Y peut-elle être ? Non. D’où vient donc cet objet ? Quelques lieux inégaux font de loin cet effet. La lune nulle part n’a sa surface unie : Montueuse en des lieux, en d’autres aplanie, L’ombre avec la lumière y peut tracer souvent, 130 Un homme, un bœuf, un éléphant. Naguère l’Angleterre y vit chose pareille, La lunette placée, un animal nouveau Parut dans cet astre si beau ; Et chacun de crier merveille. Il était arrivé là-haut un changement Qui présageait sans doute un grand événement. Savait-on si la guerre entre tant de puissances N’en était point l’effet ? Le Monarque accourut : Il favorise en roi ces hautes connaissances. Le monstre dans la lune à son tour lui parut. C’était une souris cachée entre les verres ; Dans la lunette était la source de ces guerres. On en rit. Peuple heureux ! quand pourront les François Se donner, comme vous, entiers à ces emplois ? Mars nous fait recueillir d’amples moissons de gloire : C’est à nos ennemis de craindre les combats, À nous de les chercher, certains que la Victoire, Amante de Louis, suivra partout ses pas. Ses lauriers nous rendront célèbres dans l’histoire. Même les Filles de Mémoire 131 Ne nous ont point quittés ; nous goûtons des plaisirs : La paix fait nos souhaits et non point nos soupirs. Charles en sait jouir : il saurait dans la guerre Signaler sa valeur, et mener l’Angleterre À ces jeux qu’en repos elle voit aujourd’hui. Cependant s’il pouvait apaiser la querelle, Que d’encens ! est-il rien de plus digne de lui ? La carrière d’Auguste a-t-elle été moins belle Que les fameux exploits du premier des Césars ? Ô peuple trop heureux ! quand la paix viendra-t-elle Nous rendre, comme vous, tout entiers aux beaux-arts ? 132 "
1	"La Mort et le Malheureux Un Malheureux appelait tous les jours La Mort à son secours « Ô Mort ! lui disait-il, que tu me sembles belle ! Viens vite, viens finir ma fortune cruelle ! » La Mort crut, en venant, l’obliger en effet. Elle frappe à sa porte, elle entre, elle se montre. « Que vois-je ? cria-t-il : ôtez-moi cet objet ; Qu’il est hideux ! que sa rencontre Me cause d’horreur et d’effroi ! N’approche pas, ô Mort ! ô Mort, retire-toi ! » Mécénas fut un galant homme ; Il a dit quelque part : « Qu’on me rende impotent. Cul-de-jatte, goutteux, manchot, pourvu qu’en somme Je vive, c’est assez, je suis plus que content. » Ne viens jamais, ô Mort ! on t’en dit tout autant. 31 "
0	"La Besace Jupiter dit un jour : « Que tout ce qui respire S’en vienne comparaître aux pieds de ma grandeur : Si dans son composé quelqu’un trouve à redire, Il peut le déclarer sans peur ; Je mettrai remède à la chose. Venez, Singe ; parlez le premier, et pour cause. Voyez ces animaux, faites comparaison De leurs beautés avec les vôtres. Êtes-vous satisfait ? – Moi ? dit-il ; pourquoi non ? N’ai-je pas quatre pieds aussi bien que les autres ? Mon portrait jusqu’ici ne m’a rien reproché ; Mais pour mon frère l’Ours, on ne l’a qu’ébauché ; Jamais, s’il me veut croire, il ne se fera peindre. » L’Ours venant là-dessus, on crut qu’il s’allait plaindre. Tant s’en faut : de sa forme il se loua très fort ; Glosa sur l’Éléphant, dit qu’on pourrait encore Ajouter à sa queue, ôter à ses oreilles ; Que c’était une masse informe et sans beauté. L’Éléphant étant écouté, 13 Tout sage qu’il était, dit des choses pareilles : Il jugea qu’à son appétit Dame Baleine était trop grosse. Dame Fourmi trouva le Ciron trop petit, Se croyant, pour elle, un colosse. Jupin les renvoya s’étant censurés tous, Du reste contents d’eux. Mais parmi les plus fous Notre espèce excella ; car tout ce que nous sommes, Lynx envers nos pareils, et taupes envers nous, Nous nous pardonnons tout, et rien aux autres hommes : On se voit d’un autre œil qu’on ne voit son prochain. Le fabricateur souverain Nous créa besaciers tous de même manière, Tant ceux du temps passé que du temps d’aujourd’hui : Il fit pour nos défauts la poche de derrière, Et celle de devant pour les défauts d’autrui. 14 "
0	"Le Singe et le Dauphin C’était chez les Grecs un usage Que sur la mer tous voyageurs Menaient avec eux en voyage Singes et chiens de bateleurs. Un navire en cet équipage Non loin d’Athènes fit naufrage, Sans les dauphins tout eût péri. Cet animal est fort ami De notre espèce : en son histoire Pline le dit, il le faut croire. Il sauva donc tout ce qu’il put. Même un Singe en cette occurrence, Profitant de la ressemblance, Lui pensa devoir son salut. Un Dauphin le prit pour un homme, Et sur son dos le fit asseoir Si gravement qu’on eût cru voir Ce chanteur que tant on renomme. Le Dauphin l’allait mettre à bord, 144 Quand, par hasard, il lui demande : « Êtes-vous d’Athènes la grande ? – Oui, dit l’autre ; on m’y connaît fort : S’il vous y survient quelque affaire, Employez-moi ; car mes parents Y tiennent tous les premiers rangs : Un mien cousin est Juge-maire. » Le Dauphin dit : « Bien grand merci : Et le Pirée a part aussi A l’honneur de votre présence ? Vous le voyez souvent, je pense ? – Tous les jours : il est mon ami, C’est une vieille connaissance. » Notre magot prit, pour ce coup, Le nom d’un port pour un nom d’homme. De telles gens il est beaucoup Qui prendraient Vaugirard pour Rome, Et qui, caquetants au plus dru, Parlent de tout, et n’ont rien vu. Le Dauphin rit, tourne la tête, Et, le magot considéré, 145 Il s’aperçoit qu’il n’a tiré Du fond des eaux rien qu’une bête. Il l’y replonge, et va trouver Quelque homme afin de le sauver. 146 "
1	"Le Rieur et les Poissons On cherche les rieurs ; et moi je les évite. Cet art veut, sur tout autre, un suprême mérite : Dieu ne créa que pour les sots Les méchants diseurs de bons mots. J’en vais peut-être en une fable Introduire un ; peut-être aussi Que quelqu’un trouvera que j’aurai réussi. Un Rieur était à la table D’un financier, et n’avait en son coin Que de petits poissons : tous les gros étaient loin. Il prend donc les menus, puis leur parle à l’oreille, Et puis il feint, à la pareille, D’écouter leur réponse. On demeura surpris : Cela suspendit les esprits. Le Rieur alors, d’un ton sage, Dit qu’il craignait qu’un sien ami Pour les grandes Indes parti, N’eût depuis un an fait naufrage. Il s’en informait donc à ce menu fretin : 152 Mais tous lui répondaient qu’ils n’étaient pas d’un âge À savoir au vrai son destin ; Les gros en sauraient davantage. « N’en puis-je donc, messieurs, un gros interroger ? » De dire si la compagnie Prit goût à sa plaisanterie, J’en doute ; mais enfin il les sut engager À lui servir d’un monstre assez vieux pour lui dire Tous les noms des chercheurs de mondes inconnus Qui n’en étaient pas revenus, Et que depuis cent ans sous l’abîme avaient vus Les Anciens du vaste Empire. 153 "
1	"L’Âne et le petit Chien Ne forçons point notre talent, Nous ne ferions rien avec grâce : Jamais un lourdaud, quoi qu’il fasse, Ne saurait passer pour galant. Peu de gens, que le ciel chérit et gratifie, Ont le don d’agréer infus avec la vie. C’est un point qu’il leur faut laisser, Et ne pas ressembler à l’Âne de la Fable, Qui, pour se rendre plus aimable Et plus cher à son maître, alla le caresser. « Comment ? disait-il en son âme, Ce Chien, parce qu’il est mignon, Vivra de pair à compagnon Avec monsieur, avec madame ; Et j’aurai des coups de bâton ? Que fait-il ? il donne la patte ; Puis aussitôt il est baisé : S’il en faut faire autant afin que l’on me flatte, Cela n’est pas bien malaisé. » 139 Dans cette admirable pensée, Voyant son maître en joie, il s’en vient lourdement, Lève une corne toute usée, La lui porte au menton fort amoureusement, Non sans accompagner, pour plus grand ornement, De son chant gracieux cette action hardie. « Oh ! oh ! quelle caresse ! et quelle mélodie ! Dit le maître aussitôt. Holà, Martin-bâton ! » Martin-bâton accourt ; l’Âne change de ton. Ainsi finit la comédie. 140 "
0	"Les Grenouilles qui demandent un Roi Les Grenouilles, se lassant De l’état démocratique, Par leurs clameurs firent tant Que Jupin les soumit au pouvoir monarchique. Il leur tomba du ciel un Roi tout pacifique : Ce Roi fit toutefois un tel bruit en tombant, Que la gent marécageuse, Gent fort sotte et fort peureuse, S’alla cacher sous les eaux, Dans les joncs, dans les roseaux, Dans les trous du marécage, Sans oser de longtemps regarder au visage Celui qu’elles croyaient être un géant nouveau ; Or c’était un soliveau, De qui la gravité fit peur à la première Qui, de le voir s’aventurant, Osa bien quitter sa tanière. Elle approcha, mais en tremblant. Une autre la suivit, une autre en fit autant, 98 Il en vint une fourmilière ; Et leur troupe à la fin se rendit familière Jusqu’à sauter sur l’épaule du Roi. Le bon Sire le souffre, et se tient toujours coi. Jupin en a bientôt la cervelle rompue. « Donnez-nous, dit ce peuple, un Roi qui se remue. » Le Monarque des Dieux leur envoie une Grue, Qui les croque, qui les tue, Qui les gobe à son plaisir, Et Grenouilles de se plaindre ; Et Jupin de leur dire : « Eh quoi ! votre désir À ses lois croit-il nous astreindre ? Vous auriez dû premièrement Garder votre gouvernement ; Mais, ne l’ayant pas fait, il vous devait suffire Que votre premier Roi fût débonnaire et doux : De celui-ci contentez-vous, De peur d’en rencontrer un pire. » 99 "
1	"Simonide préservé par les Dieux On ne peut trop louer trois sortes de personnes : Les Dieux, sa maîtresse et son roi. Malherbe le disait, j’y souscris, quant à moi ; Ce sont maximes toujours bonnes. La louange chatouille et gagne les esprits : Voyons comme les Dieux l’ont quelquefois payée. Simonide avait entrepris L’éloge d’un Athlète, et, la chose essayée, Il trouva son sujet plein de récits tout nus. Les parents de l’Athlète étaient gens inconnus ; Son père, un bon bourgeois ; lui, sans autre mérite ; Matière infertile et petite. Le Poète d’abord, parla de son héros. Après en avoir dit ce qu’il en pouvait dire, Il se jette à côté, se met sur le propos De Castor et Pollux ; ne manque pas d’écrire Que leur exemple était aux lutteurs glorieux ; Élève leurs combats, spécifiant les lieux Où ces frères s’étaient signalés davantage ; 27 Enfin l’éloge de ces dieux Faisait les deux tiers de l’ouvrage. L’Athlète avait promis d’en payer un talent ; Mais, quand il le vit, le galant N’en donna que le tiers ; et dit, fort franchement Que Castor et Pollux acquittassent le reste. « Faites-vous contenter par ce couple céleste. Je veux vous traiter cependant : Venez souper chez moi ; nous ferons bonne vie : Les conviés sont gens choisis, Mes parents, mes meilleurs amis, Soyez donc de la compagnie. » Simonide promit. Peut-être qu’il eut peur De perdre, outre son dû, le gré de sa louange. Il vient : l’on festine, l’on mange. Chacun étant en belle humeur, Un domestique accourt, l’avertit qu’à la porte Deux hommes demandaient à le voir promptement. Il sort de table ; et la cohorte N’en perd pas un seul coup de dent. Ces deux hommes étaient les gémeaux de l’éloge. 28 Tous deux lui rendent grâce, et, pour prix de ses vers, Ils l’avertissent qu’il déloge, Et que cette maison va tomber à l’envers. La prédiction en fut vraie. Un pilier manque ; et le plafond Ne trouvant plus rien qui l’étaie, Tombe sur le festin, brise plats et flacons, N’en fait pas moins aux échansons. Ce ne fut pas le pis : car, pour rendre complète La vengeance due au poète, Une poutre cassa les jambes à l’Athlète, Et renvoya les conviés Pour la plupart estropiés. La Renommée eut soin de publier l’affaire : Chacun cria miracle. On doubla le salaire Que méritaient les vers d’un homme aimé des Dieux. Il n’était fils de bonne mère Qui, les payant à qui mieux mieux, Pour ses ancêtres n’en fit faire. Je reviens à mon texte, et dis premièrement Qu’on ne saurait manquer de louer largement 29 Les Dieux et leurs pareils ; de plus, que Melpomène Souvent, sans déroger, trafique de sa peine ; Enfin, qu’on doit tenir notre art en quelque prix. Les grands se font honneur dès lors qu’ils nous font grâce : Jadis l’Olympe et le Parnasse Étaient frères et bons amis. 30 "
1	"Le petit Poisson et le Pêcheur Petit poisson deviendra grand, Pourvu que Dieu lui prête vie ; Mais le lâcher en attendant, Je tiens pour moi que c’est folie : Car de le rattraper il n’est pas trop certain. Un Carpeau qui n’était encore que fretin Fut pris par un Pêcheur au bord d’une rivière. « Tout fait nombre, dit l’homme en voyant son butin ; Voilà commencement de chère et de festin : Mettons-le en notre gibecière. » Le pauvre Carpillon lui dit en sa manière : « Que ferez-vous de moi ? je ne saurais fournir Au plus qu’une demi-bouchée ; Laissez-moi Carpe devenir : Je serai par vous repêchée ; Quelque gros partisan m’achètera bien cher : Au lieu qu’il vous en faut chercher Peut-être encore cent de ma taille Pour faire un plat : quel plat ? croyez-moi, rien qui vaille. 11 – Rien qui vaille ? eh bien ! soit, repartit le Pêcheur : Poisson, mon bel ami, qui faites le prêcheur, Vous irez dans la poêle, et vous avez beau dire, Dès ce soir on vous fera frire. » Un Tiens vaut, ce dit-on, mieux que deux Tu l’auras : L’un est sûr, l’autre ne l’est pas. 12 "
1	"Phébus et Borée Borée et le Soleil virent un voyageur Qui s’était muni par bonheur Contre le mauvais temps. On entrait dans l’automne, Quand la précaution aux voyageurs est bonne : Il pleut ; le soleil luit ; et l’écharpe d’Iris Rend ceux qui sortent avertis Qu’en ces mois le manteau leur est fort nécessaire : Les Latins les nommaient douteux, pour cette affaire. Notre homme s’était donc à la pluie attendu : Bon manteau bien doublé, bonne étoffe bien forte. « Celui-ci, dit le Vent, prétend avoir pourvu À tous les accidents ; mais il n’a pas prévu Que je saurai souffler de sorte Qu’il n’est bouton qui tienne : il faudra, si je veux, Que le manteau s’en aille au diable. L’ébattement pourrait nous en être agréable : Vous plaît-il de l’avoir ? – Eh bien ! gageons nous deux, Dit Phébus, sans tant de paroles, À qui plus tôt aura dégarni les épaules 45 Du cavalier que nous voyons. Commencez : je vous laisse obscurcir mes rayons. » Il n’en fallut pas plus. Notre souffleur à gage Se gorge de vapeurs, s’enfle comme un ballon, Fait un vacarme de démon, Siffle, souffle, tempête, et brise en son passage Maint toit qui n’en peut mais, fait périr maint bateau : Le tout au sujet d’un manteau. Le cavalier eut soin d’empêcher que l’orage Ne se pût engouffrer dedans. Cela le préserva. Le Vent perdit son temps ; Plus il se tourmentait, plus l’autre tenait ferme : Il eut beau faire agir le collet et les plis. Sitôt qu’il fut au bout du terme Qu’à la gageure on avait mis, Le Soleil dissipe la nue, Récrée et puis pénètre enfin le cavalier, Sous son balandras fait qu’il sue, Le contraint de s’en dépouiller : Encore n’usa-t-il pas de toute sa puissance. Plus fait douceur que violence. 46 "
0	"L’Aigle et le Hibou L’Aigle et le Chat-Huant leurs querelles cessèrent, Et firent tant qu’ils s’embrassèrent. L’un jura foi de roi, l’autre foi de hibou, Qu’ils ne se goberaient leurs petits peu ni prou. « Connaissez-vous les miens ? dit l’oiseau de Minerve. – Non, dit l’Aigle. – Tant pis, reprit le triste oiseau : Je crains en ce cas pour leur peau : C’est hasard si je les conserve. Comme vous êtes roi, vous ne considérez Qui ni quoi : rois et dieux mettent, quoi qu’on leur die, Tout en même catégorie. Adieu mes nourrissons, si vous les rencontrez. – Peignez-les-moi, dit l’Aigle, ou bien me les montrez ; Je n’y toucherai de ma vie. » Le Hibou repartit : « Mes petits sont mignons, Beaux, bien faits, et jolis sur tous leurs compagnons : Vous les reconnaîtrez sans peine à cette marque. N’allez pas l’oublier ; retenez-la si bien Que chez moi la maudite Parque N’entre point par votre moyen. » 33 Il advint qu’au Hibou Dieu donna géniture ; De façon qu’un beau soir qu’il était en pâture, Notre Aigle aperçut, d’aventure, Dans les coins d’une roche dure, Ou dans les trous d’une masure (Je ne sais pas lequel des deux), De petits monstres fort hideux, Rechignés, un air triste, une voix de Mégère. « Ces enfants ne sont pas, dit l’Aigle, à notre ami. Croquons-les. » Le galant n’en fit pas à demi : Ses repas ne sont point repas à la légère. Le Hibou, de retour, ne trouve que les pieds De ses chers nourrissons, hélas ! pour toute chose. Il se plaint ; et les Dieux sont par lui suppliés De punir le brigand qui de son deuil est cause. Quelqu’un lui dit alors : « N’en accuse que toi, Ou plutôt la commune loi Qui veut qu’on trouve son semblable Beau, bien fait, et sur tous aimable. Tu fis de tes enfants à l’Aigle ce portrait : En avaient-ils le moindre trait ? » 34 "
